Age,Income,Credit_History_Years,Debt_to_Income_Ratio,Employment_Years,Education_Level,Marital_Status,Number_of_Dependents,Outstanding_Debt,Home_Ownership,Number_of_Credit_Cards,Monthly_Expenses,Employment_Status,Previous_Defaults,Credit_Limit,Loan_Amount,Loan_Term_Months,Credit_Score
25,147378,17.870804874407046,0.7273880265028915,36,4,1,0,46653,0,9,3690,1,0,27634,7872,13,406
61,35290,2.807673962172678,0.42596579946147306,19,4,0,4,48825,2,0,8149,1,0,37892,15247,45,627
50,107687,6.068423026181279,0.0015572348255258328,19,3,1,3,35900,0,7,6809,3,0,18173,17255,67,690
59,85078,9.297066820118054,0.7347649413002968,14,4,1,0,29346,2,3,8955,1,1,34785,23663,56,452
69,23691,22.224377745300693,0.8789861446764394,24,4,1,4,45910,2,8,2747,2,2,29587,25846,59,511
52,27470,0.7414313816544993,0.33528637617186197,16,4,0,3,20903,0,8,5114,1,1,34941,40820,84,730
23,23841,27.093518486164093,0.7179875612211187,11,2,0,3,22507,1,8,5468,2,1,10489,31637,45,703
56,122652,2.124105411387651,0.0620476143612817,38,2,1,0,13393,2,8,7011,1,0,18792,35977,61,621
69,83197,11.294705860338814,0.7094948714716427,6,2,0,0,37434,0,6,9126,3,0,40785,13615,101,711
40,75773,2.4326888498575236,0.06830852084889305,7,2,0,4,768,1,8,9052,3,1,42991,46879,56,505
42,37776,23.069035293101212,0.5871863358886821,23,1,1,2,9714,1,6,9302,3,1,21635,47178,115,418
67,146630,4.239449202082703,0.5975532858952937,24,4,0,4,19627,2,7,1865,1,1,26359,32392,81,826
60,91596,26.54270730787373,0.3021565544238195,20,1,1,3,6201,1,1,8963,1,0,16028,47009,23,507
36,138943,15.906659597745783,0.07912272707673151,32,1,0,3,43189,1,3,3351,0,1,46301,16480,20,408
22,47584,28.45418458366188,0.9493347747124372,9,1,1,3,44751,2,3,8476,2,0,6665,26257,21,421
68,133829,8.71082738424586,0.5355774040166131,21,3,1,0,24456,1,3,6631,2,1,36716,38654,32,402
28,24300,13.62948455635173,0.5797581251238626,18,4,0,3,5912,0,2,7576,3,1,33955,41794,73,318
29,23338,20.82740886988734,0.6150208890304737,28,4,1,3,13221,1,0,7133,3,2,11883,10178,91,552
27,82601,24.957399377128816,0.8910479269261551,2,1,1,4,49560,0,5,9050,2,1,41403,47919,48,808
25,25487,12.640712632368203,0.06025564454675758,38,2,0,0,4581,1,4,1156,3,1,47393,43103,28,781
41,56282,26.772976149814927,0.8932877678525328,3,3,1,4,4102,2,2,2732,1,0,25806,11392,46,602
45,115065,3.539616249731857,0.2396765086112741,36,1,0,2,25005,1,6,8105,1,2,36044,27124,25,627
58,135447,21.260541564302862,0.07795024959634744,30,1,0,4,9551,0,5,8698,0,2,20116,21765,40,329
53,115798,10.445969466409812,0.6572658521313314,5,3,0,4,2677,1,3,1474,1,1,16816,13832,87,470
54,145648,3.040064523977909,0.9769756442566836,27,1,0,2,44578,2,8,4193,1,2,44130,12148,108,775
38,96816,11.599936704060115,0.057242066306595896,9,4,0,4,20412,1,3,4545,3,0,17688,32278,98,699
25,128611,26.406468734567035,0.42612181803736593,11,2,1,3,11264,1,8,8908,1,1,28945,35873,15,550
26,48804,29.4160161386592,0.5297845253437857,1,2,1,3,11667,0,2,4769,3,0,43550,49961,60,832
64,29915,11.783995713014479,0.2521189641034901,2,2,0,1,7920,1,6,4069,2,2,25937,34812,47,780
32,31158,26.592491634191255,0.982872149152968,0,2,1,0,11994,0,6,2636,1,1,41407,27020,22,370
65,94157,15.289632487256346,0.6409632146038274,34,1,0,3,30500,2,0,2447,1,2,8256,8496,106,310
63,30547,21.510451129918245,0.8443506728467114,23,2,1,0,21911,1,0,3629,2,0,29849,44988,95,333
57,108713,1.3611426682146954,0.4157776819717136,33,1,0,4,18032,2,1,8617,1,2,27261,16410,23,422
35,131789,16.7193591595207,0.35395588714481774,19,4,1,1,40580,2,3,5152,1,1,32140,25939,15,714
59,22459,2.104858086329713,0.5531578948810922,15,1,1,3,28554,0,1,3693,0,2,42870,16720,117,754
37,48768,8.058538712813979,0.4352784426266397,29,1,1,4,34677,1,9,5470,1,0,5168,13760,72,389
23,83146,17.00442977606036,0.7149480551367945,38,1,1,1,31382,0,9,4878,2,1,49219,32913,26,711
29,123577,24.214912992650415,0.2658180902117947,24,3,1,4,41417,0,4,6578,1,0,15505,11486,22,385
19,70870,16.82680931411732,0.4495910310923996,4,3,0,0,7133,0,1,2604,0,1,6872,33442,45,760
24,127761,28.0857462334563,0.8951327472940598,28,3,1,4,48205,1,7,4401,1,1,40890,26870,14,388
33,123727,24.309975227275064,0.7561079003433294,36,4,1,4,6268,0,5,1563,2,0,19549,5828,50,338
20,70460,4.6872043831530785,0.1680701650178944,27,2,0,4,35658,2,2,4654,2,0,21257,12996,43,405
62,102970,11.66875456883812,0.8868648293915975,22,1,1,1,40768,1,1,3414,1,0,48860,36436,104,644
20,80817,20.054562819203365,0.5890165904451881,31,1,1,4,24235,2,8,1184,2,2,40118,10381,32,689
44,58247,28.152180948278705,0.6792871832724832,17,2,0,1,15257,0,0,4718,2,0,11484,27870,94,481
67,35419,29.631476062340127,0.29425656584926607,34,3,1,1,9399,0,5,8971,3,0,18715,30023,109,526
60,120553,22.895593138884216,0.44154426363565746,23,4,1,2,3603,2,6,8134,1,2,10139,37291,46,727
57,55577,17.21307916738092,0.806812478906251,27,1,0,4,21536,2,8,4377,1,1,44385,32250,93,653
55,22921,22.698290692139757,0.3306762187631821,35,2,1,3,32174,0,6,9487,0,2,47988,45791,87,717
50,24676,8.197092583918431,0.16506161551019327,20,3,1,1,9717,1,3,8113,3,1,11185,25668,26,379
45,105961,8.50809081778898,0.37830491298348057,4,4,0,4,36652,1,1,5135,2,1,40032,15762,117,303
18,120721,19.630480384869696,0.06921866740938809,25,2,1,3,8876,0,5,7962,0,0,29232,44035,85,662
25,69684,26.155067291997312,0.7178564584849323,22,2,0,0,25296,0,9,5697,2,0,9558,38757,32,678
54,33463,29.09428467529061,0.1477459087741978,32,1,0,3,1803,2,6,8126,2,2,18998,20056,13,481
49,148101,10.240038024936547,0.28512590706084473,25,4,1,1,10551,2,5,5347,3,0,39508,27734,30,338
65,45474,23.896608693039607,0.8810810055538921,21,4,0,1,12610,0,3,6526,3,1,6248,29834,27,775
60,60935,25.54592415862481,0.5404976579567711,19,3,0,1,39829,0,6,4664,3,2,16209,23356,49,350
54,145534,18.695197290941785,0.32133844059647565,1,3,1,2,22437,0,9,2192,3,0,25489,21293,58,748
21,87005,10.427756466892887,0.5476668900148858,17,1,0,3,26338,2,5,1184,1,1,15662,16694,110,820
47,145800,18.572656958214033,0.2182776596318894,4,4,0,4,27499,0,5,3142,3,2,41775,11527,46,640
23,78596,17.533467129345382,0.025173129705610142,31,3,1,4,36442,0,1,5402,2,1,24723,14906,80,522
63,92828,18.195765173894728,0.603732478963803,10,4,1,1,23056,2,1,5678,3,0,36132,13370,56,810
36,143649,18.57780641363164,0.7141259327847292,20,2,1,3,35043,2,5,6652,1,1,23287,40309,17,758
49,110945,25.411745726150848,0.8797817654459795,21,2,0,0,32990,1,0,3105,2,2,23380,18951,114,849
26,109062,5.10244539801991,0.7718833610647237,2,2,1,3,22122,2,7,6750,1,1,5184,9276,25,397
29,75152,11.018818428455043,0.926677700495515,8,4,1,4,15756,1,8,8465,2,1,12966,22045,103,791
28,109001,17.580051820521344,0.9859534755428703,1,1,1,1,47607,1,7,9489,0,0,16146,16939,84,520
63,116491,8.499832158348791,0.7449354477457982,27,3,0,3,36060,0,9,1935,2,0,37732,45118,105,737
33,112321,29.344593662521177,0.8679233008303341,33,1,1,2,31571,0,5,8578,0,1,8363,29672,62,650
18,106569,7.894507788069875,0.6737315032281848,9,1,0,1,1328,2,9,9893,0,1,43037,47159,113,329
62,92467,14.088866419270955,0.17093779120826913,18,1,0,2,15590,0,0,3828,1,2,34116,39261,34,334
38,72576,26.32095137139205,0.18170242632228495,28,1,0,1,8000,2,7,4241,1,2,46619,15071,75,611
47,86627,2.4019098798067873,0.11025945631526313,1,3,0,4,43883,0,1,4649,1,2,31111,31868,15,391
30,45772,24.620640062827555,0.9429747199935236,5,2,1,0,524,1,3,6842,2,2,16558,46857,46,517
51,36363,17.1302510692401,0.6727516978393802,6,2,0,3,4307,1,0,9752,2,1,39452,45469,117,753
21,48490,0.9540612245901126,0.7899097504655246,35,2,1,3,15387,0,0,9142,0,1,16753,22221,36,407
45,79004,27.087386759003074,0.3311573368243642,7,4,1,1,47021,2,4,6466,2,2,47653,33729,46,713
55,142537,1.1759050636722912,0.4604217100767578,18,4,1,0,33069,1,5,2675,2,2,12434,46538,45,377
48,73806,15.456533888138784,0.039779531836692805,9,3,0,0,2696,0,8,2269,2,2,9695,42635,14,401
44,20260,1.4709373909704337,0.8890074004350974,32,3,1,4,22973,2,2,3087,0,0,8415,49655,114,535
22,95992,2.136002954234945,0.8530034294116081,36,3,1,2,28460,0,1,6577,1,0,43250,18035,98,402
42,42320,26.61612942773676,0.7848113348642942,37,2,1,3,42656,2,1,5987,0,0,44507,5317,20,571
20,98971,22.974766408873307,0.058302067681191505,26,3,1,1,6659,2,7,1507,2,1,8030,47636,35,379
50,147780,5.908235197346744,0.17424973557743373,28,2,0,0,5516,1,8,5095,0,0,44947,45676,96,436
21,62145,18.614039196427616,0.3341706577544614,18,2,1,3,15411,0,7,5227,0,0,15931,37379,36,788
42,83688,23.840387052936467,0.2630626753416717,17,1,0,3,42661,1,2,3268,1,2,20862,6426,97,382
37,68581,26.68771924100594,0.8384598385310686,22,4,0,3,26432,1,9,6515,1,0,31656,23732,18,699
51,112561,14.04920780517439,0.19483575820061994,0,4,1,0,44333,1,9,2301,1,1,35104,27501,103,541
43,113645,26.924996322036126,0.5321244653389745,2,3,0,4,18304,2,7,6489,3,0,47878,38328,18,534
22,40754,15.235502181526847,0.5713810978193122,9,1,1,3,20841,1,9,2607,2,2,39975,40371,110,352
52,89837,20.646841265330732,0.42501184716253726,6,3,1,0,11440,1,5,6340,0,0,25565,45199,29,618
45,27207,29.370880782754174,0.24068793173045921,25,3,0,0,16914,0,5,5166,2,2,38825,28444,73,647
46,47920,7.078553675835803,0.9602942908811315,15,4,1,1,40528,1,8,5625,1,2,9453,5786,100,633
26,107739,5.055638282474344,0.41339924226902247,38,1,1,4,16893,0,7,7745,2,2,47443,48966,41,569
69,143746,10.260564749336105,0.7273099955366649,31,3,1,4,31923,1,0,3107,0,2,48392,34514,20,648
55,134780,4.931970681609281,0.18404648765622889,11,3,0,4,7590,2,6,1444,2,0,20694,34704,61,545
67,107081,8.524884171146226,0.8228111685362283,7,3,1,0,11453,2,5,1739,0,1,26692,27586,17,840
23,44016,22.28955970111812,0.21589182323366674,7,2,1,0,45608,0,4,1542,3,2,43609,27253,31,651
36,116634,14.325721077638617,0.6753066235730262,10,4,0,4,48275,0,2,6232,2,2,44532,29915,29,550
61,80522,11.251238834847056,0.5064960014725218,32,2,0,0,24300,1,0,7883,2,0,24833,11766,40,410
28,144231,11.061720158273792,0.14655714098142647,24,3,1,4,28318,2,7,5558,1,0,16965,46196,12,563
19,140896,5.835899247001596,0.02494919615607727,16,1,1,1,2134,2,2,6429,2,1,15276,37037,49,673
64,94092,13.422343628609857,0.9307482653818058,30,2,1,2,21099,0,6,2191,3,2,27848,24516,54,421
61,74068,18.739066760645287,0.12569051356453986,18,2,1,2,36859,1,5,6042,0,1,22537,38653,116,825
61,132099,4.174645035546712,0.7049514286869148,14,3,1,2,311,2,1,8915,2,1,47511,8100,37,479
26,40102,29.184385844106437,0.6526849589469841,34,2,1,2,43282,0,1,1201,0,0,11232,27250,20,550
38,124429,13.298435292802008,0.3417200424485265,38,1,0,1,34625,1,2,4672,0,0,22491,41441,15,408
41,21924,28.43882750254184,0.18538289955472853,1,1,0,0,22849,0,2,7625,3,2,35573,44827,46,421
51,105015,4.039767798725556,0.1783282494554148,33,4,1,1,8485,1,1,8215,2,2,9863,5756,44,399
39,124987,23.016478595180406,0.585327853050239,24,4,0,3,41510,2,7,6523,0,2,17945,12921,28,554
20,74333,18.529141516306346,0.5469212946240455,37,1,0,0,45003,0,0,6206,2,1,19496,46285,77,657
29,104458,24.601923586301123,0.8759350203502321,3,1,0,4,33648,2,2,9820,2,2,24707,5734,72,823
45,144176,18.020337688656156,0.6400030784119363,15,2,1,3,42076,0,0,2315,0,1,14702,25299,55,492
47,104196,28.88509899728418,0.8192749760805247,31,4,0,3,43676,0,3,6420,2,1,35697,27767,21,363
43,66099,18.80795492789573,0.032413062452608776,14,2,0,1,33372,2,0,3390,3,2,6856,41467,66,540
65,77346,23.53812376033404,0.6709931470285951,13,1,0,3,3047,0,0,6161,3,1,8798,20669,115,848
38,146372,26.32745317600102,0.23370863842962097,14,4,1,1,12841,1,3,1840,1,2,5409,19714,58,325
45,95481,21.4375041363138,0.25283895996571015,6,2,0,3,39563,1,5,5516,1,0,39083,15876,34,367
43,70062,15.72709969689481,0.720576529089341,6,4,1,1,43009,1,5,2188,3,1,18299,49997,80,697
50,20306,8.184512362902609,0.7934329588249409,7,3,1,0,45095,0,3,7045,0,1,24585,44481,29,843
38,108495,25.63477840187008,0.37173547513855265,18,3,0,3,7269,0,6,6314,1,2,25071,32574,78,666
52,89767,14.417347580660351,0.7900768168683062,17,3,0,1,8510,0,7,4360,3,2,25565,8602,33,545
69,124332,18.62124679005177,0.4437446753523556,16,3,1,2,45728,2,1,9495,0,0,13305,10872,31,536
51,32207,2.3767961364275947,0.8576453483703808,17,3,0,2,2924,0,8,2103,1,2,37213,31232,12,686
58,59426,14.920539693805495,0.02490377217859263,18,4,1,3,15277,0,4,8835,3,1,37485,8368,44,848
68,26336,20.94472932059535,0.08349507081485064,39,1,1,1,20968,2,5,9265,0,0,14623,12218,108,650
64,132200,17.5221572980131,0.7763518072676816,12,2,1,0,15242,0,0,6915,2,0,48098,47081,27,427
35,95166,13.45664568137115,0.6240896278303323,10,1,1,3,263,2,3,6484,1,1,35520,11137,14,451
28,37256,6.702819502490076,0.5590202536355183,6,1,0,0,2932,2,6,8779,2,0,42703,7050,22,444
40,119445,9.290106002704787,0.6139788073385734,26,1,1,1,8877,2,5,1007,0,0,5332,9158,22,521
65,69817,21.018730744869032,0.9301906274221508,36,2,1,2,1283,2,1,6222,1,1,35564,11565,89,559
39,126704,6.725720965181967,0.6555370314380662,4,3,1,1,43435,2,6,5951,2,2,24784,32792,14,818
34,53719,18.651798459266455,0.647476116659836,7,4,1,0,41563,1,8,7544,0,1,36395,7425,59,536
22,62017,17.692128376686096,0.7594708797062277,9,4,1,2,20817,1,8,8995,1,1,36765,34394,57,518
61,65704,29.112524381605912,0.8666207056398267,36,1,1,3,12359,0,2,2420,2,1,12720,48253,95,711
28,50013,1.8234552745400967,0.26191247823835495,25,4,0,2,8317,0,5,2256,2,1,42928,12230,48,550
47,99991,3.2436782188818447,0.616748859233304,14,2,0,3,36020,0,0,3974,0,2,42818,42452,31,818
32,90258,15.18250396937271,0.5839749635524752,15,1,1,3,35332,0,3,8701,0,2,13166,27536,119,486
44,98348,15.813294760609038,0.13484948149834253,28,2,0,2,35874,0,4,2806,2,0,37396,28197,22,826
52,115812,1.1978297641551372,0.520316973910712,27,1,1,2,45078,2,8,2761,2,1,39679,23126,42,724
50,56776,24.77566262578356,0.06955051474046536,9,3,0,0,49813,1,2,1046,2,1,46184,47166,12,493
37,30060,14.841704943086873,0.18495958740233964,39,4,1,2,28015,1,8,5605,3,0,48199,25424,17,745
33,98592,10.399312399215862,0.9129630819181804,3,4,1,4,41076,1,4,4107,0,2,36522,33209,54,346
51,26655,9.565613118446276,0.11924318154234348,39,2,1,2,1978,2,2,3911,3,1,7749,21222,47,459
19,108110,25.84221544662544,0.5789162998467945,13,4,0,0,11073,1,1,2278,2,1,46474,9255,119,505
52,69923,5.90198599284541,0.3234806959930736,32,1,0,4,8867,2,8,3840,2,1,19531,13326,91,423
57,98563,4.812531162978278,0.5553132907266125,17,3,0,4,14363,1,5,4124,0,1,31088,44715,82,383
45,24030,6.3953558766984955,0.2349735424524031,11,4,0,1,47339,2,5,2109,2,2,19537,10380,57,509
64,109779,18.750676429558908,0.44437945467766016,9,3,1,4,7126,0,1,5290,0,0,12601,15623,13,708
56,53289,24.327925668852274,0.8673334331482606,20,2,1,3,4552,0,7,8027,3,0,33561,49865,82,740
23,39739,9.929360813645387,0.37621697781935637,32,3,0,0,26093,2,4,8196,0,1,49866,38049,51,369
26,119704,5.203859943444387,0.35303093800093566,13,4,1,1,12488,2,9,5675,0,1,47968,34136,49,443
37,149157,6.275825028858616,0.4461180792696653,8,4,0,2,13892,2,5,3001,2,2,35788,15207,64,458
18,130234,18.57551335553553,0.10049284424431526,25,2,1,4,37661,1,8,1167,2,1,10106,27515,16,638
25,81687,7.381056786426897,0.3873470245880549,14,2,1,1,34743,0,7,4476,2,1,29163,19621,118,725
40,56491,26.318406940541003,0.006900250628165572,20,3,0,3,38459,1,8,4444,2,1,44675,42124,67,843
20,115549,3.116740632429419,0.5033971451489518,21,3,0,1,47958,0,6,4827,1,0,18297,44082,78,720
21,92115,0.971056020165606,0.8479410791514294,4,2,1,3,45972,1,0,9707,1,2,42753,37403,97,473
42,137935,2.651347378827118,0.5520731039476319,15,4,0,1,12108,1,0,3107,1,1,49368,39545,20,512
64,103778,25.36929361158961,0.6077251782060195,34,3,1,1,36905,2,3,3811,3,2,40387,11511,80,496
55,24781,19.53688558996983,0.03056337125976638,4,2,1,2,29800,0,1,9642,2,0,16220,26639,74,533
32,40448,28.73233899351751,0.8595149801160752,25,3,1,2,3944,1,8,5764,1,0,40934,12391,113,454
38,131177,10.088896238092728,0.38500355280025855,25,2,1,2,39061,2,3,2637,1,1,30418,17285,107,574
52,71550,6.380343840290983,0.9748526806067067,4,4,1,1,28611,2,4,7437,3,1,47449,20547,72,516
63,69294,16.859257179412474,0.12046536953025999,35,3,1,4,27976,2,1,5301,1,2,34065,7323,118,726
69,41446,16.134848373802456,0.9446718847852377,23,3,1,1,42078,2,8,3091,1,1,30697,37679,25,750
31,96579,17.730719645859654,0.634290906336323,14,1,1,2,38961,1,7,4890,2,0,14726,40159,38,457
53,105389,10.426015879810464,0.05234030029059411,29,1,0,1,32446,1,6,6188,2,2,39277,40553,20,483
29,134679,0.17690820110360272,0.9716990778367313,4,4,1,4,22191,0,6,1781,1,2,30993,35991,94,498
34,105615,1.050949588218505,0.013873068145264122,39,2,1,3,34230,1,7,8566,3,1,16013,38428,38,557
56,37101,19.914793842675387,0.7307001686909912,21,1,1,0,39459,2,9,8291,2,0,47822,5499,20,450
26,86178,15.697741444664441,0.8895299483880946,32,1,0,2,19402,0,9,9202,0,2,12339,46718,117,780
52,48016,24.630337789538206,0.17581155423015737,4,4,1,1,35612,0,6,7876,2,1,20194,20289,57,400
30,38932,9.012295763603909,0.34335719069780846,31,2,0,4,15843,1,9,6703,1,1,9013,22493,74,589
32,64653,24.464167116935254,0.5612293405388602,22,4,0,2,6753,0,6,4441,2,1,20492,48742,44,844
35,110481,12.764742403546299,0.679809285844963,9,3,0,2,23726,1,5,4476,1,1,5583,23004,72,508
68,72802,2.9009515663901175,0.8718758677945943,35,3,1,3,6776,2,8,4726,2,1,31999,35996,52,422
50,27549,29.337346877720826,0.7610704708783059,16,2,1,0,22577,2,3,7112,2,0,38883,8415,113,414
23,98933,15.358077874365597,0.3633311438189377,26,1,1,1,9736,1,4,8406,0,0,25592,6104,55,558
44,45362,18.88435541887039,0.8217198117866684,7,4,1,1,7755,2,5,4814,1,2,37202,16389,99,810
40,67842,20.123915594687038,0.9660767210870133,39,4,0,2,40532,1,6,2816,1,0,40266,15628,84,376
44,66539,10.872367566806421,0.22698618124163605,5,3,1,4,35261,1,4,4952,3,0,32095,46029,26,752
51,53717,22.42584959586412,0.0740955934544294,6,4,0,2,13828,2,4,9109,3,0,13200,37412,31,759
63,74596,26.107993960530514,0.42661973194189595,25,1,0,3,46086,2,9,4920,3,2,22358,15872,93,732
55,135209,11.615609292415764,0.8813971039575509,16,2,1,0,3317,0,9,9191,2,0,40058,18051,80,766
31,43016,19.710026598946445,0.15029150487919474,36,4,1,3,19954,2,5,4965,0,1,7963,42286,24,491
53,75200,22.713714719316282,0.88579818788201,22,1,0,4,4610,2,9,5446,1,1,16443,41869,25,706
25,100268,5.703776930672438,0.9922130237361666,26,2,0,1,38542,1,8,1126,1,0,26818,44066,100,801
52,80287,9.977882531879024,0.054002230883156366,39,4,1,4,16978,1,5,5529,2,2,8105,44623,38,360
36,135042,3.2638753914286456,0.49525637385548393,18,4,1,3,44912,2,7,4313,1,0,17875,18537,25,504
47,147922,18.066253927446102,0.32888549471325024,26,2,1,1,49922,0,3,5791,0,2,38832,35552,108,458
31,112447,24.028130874625685,0.39367985493131097,24,4,0,0,41299,1,6,2536,2,1,8452,21450,60,752
37,103402,18.32515969754801,0.45163475234630857,39,4,0,2,46414,1,4,7408,3,2,11906,36348,44,348
66,62607,5.393514929311319,0.7397039564511898,24,4,0,0,12901,2,3,5825,3,0,5233,38099,16,608
42,47621,16.39105473078412,0.5912997031711763,20,3,0,2,7370,2,1,6164,2,1,47230,44772,111,816
57,32823,25.04802445579229,0.9612010882167803,24,2,1,0,12685,2,8,3321,3,2,24962,20473,109,320
41,49986,9.081743882346574,0.33276459923953405,6,3,1,1,3,2,4,3754,2,0,38342,16272,31,343
31,141682,24.979545067579213,0.5415040824827427,34,2,1,1,18311,2,5,1162,1,2,45761,19098,28,515
43,84325,23.53869851309964,0.8133285309336971,5,3,1,1,25250,0,0,8161,1,0,26207,25265,91,748
55,136903,0.6522242351002461,0.37302841699368017,39,4,1,2,37187,1,3,4480,3,0,26426,13536,107,730
40,147925,7.183644422565059,0.46529920061090957,14,1,1,1,3619,0,4,8308,1,2,43961,33444,43,456
39,139404,16.288272173931773,0.6849745526852268,23,2,0,4,35917,0,3,5664,3,1,12932,15682,71,451
65,77771,21.52852110057778,0.8607442186043064,3,1,1,2,37547,2,1,5924,3,1,18837,20894,81,642
36,74973,26.415915769584874,0.41568147042382875,6,2,0,1,32319,1,0,5437,2,1,16328,20826,49,421
63,137225,19.231269548036828,0.5319504721467401,29,2,1,1,11970,2,8,5305,0,0,47119,5751,94,556
68,34690,11.410325137486174,0.975122285290839,16,4,1,0,38392,0,3,7768,0,2,34468,43926,89,529
20,59107,5.538816202119461,0.04246916194700401,37,2,1,4,13331,1,7,3616,0,2,32797,16890,47,497
59,77888,22.801075663872943,0.44822871665954456,29,4,0,4,20295,1,7,4498,2,0,12148,44601,93,504
36,30956,6.2034467797236035,0.6359818511292005,38,4,0,2,3256,2,3,7768,1,1,28163,41425,84,684
26,106839,20.862915644047494,0.008427457562125151,8,4,0,4,44799,0,7,1297,3,2,14178,30525,41,549
45,76227,5.436348521136222,0.5967865015664146,18,3,1,1,6198,2,3,2411,1,2,21220,16788,26,633
37,56533,2.7316155092839334,0.05619995466300898,12,3,0,2,13069,1,5,9600,3,1,47553,28620,96,336
62,115210,7.533006711196036,0.8575583966481833,36,4,1,3,24192,2,4,3849,1,1,37518,21556,30,465
24,143538,8.547894165753428,0.8070860955085659,18,1,1,0,33107,1,0,2591,0,1,35681,11095,108,333
31,76234,19.4162740348473,0.03225513679859626,5,1,1,0,22541,2,8,8661,1,1,25125,45603,30,615
26,121131,4.826501032261767,0.04880402455737609,11,2,0,3,33842,0,5,9260,3,0,38266,23878,17,672
36,87594,27.909207389606646,0.7536139315616024,14,1,0,2,23899,0,9,3603,2,1,36999,14928,15,716
64,76901,16.630850590268203,0.36954489257831036,2,2,0,3,18278,2,8,9134,3,0,14908,18450,21,344
69,31519,14.727951924493963,0.5750257879383248,3,2,1,4,39916,0,3,3139,0,1,10497,26784,18,640
31,51115,13.04083542925103,0.27032826976538393,36,2,0,1,4153,2,3,1157,3,1,33122,18348,13,325
